,series id,year,period,value,date
590,CES6000000011,2006,December,854.91,2006-12-01
591,CES6000000011,2006,November,849.25,2006-11-01
592,CES6000000011,2006,October,840.93,2006-10-01
593,CES6000000011,2006,September,845.71,2006-09-01
594,CES6000000011,2006,August,831.52,2006-08-01
595,CES6000000011,2006,July,830.37,2006-07-01
596,CES6000000011,2006,June,833.54,2006-06-01
597,CES6000000011,2006,May,821.34,2006-05-01
598,CES6000000011,2006,April,827.55,2006-04-01
599,CES6000000011,2006,March,819.59,2006-03-01
600,CES3000000011,2018,December,1117.8,2018-12-01
601,CES3000000011,2018,November,1111.39,2018-11-01
602,CES3000000011,2018,October,1108.13,2018-10-01
603,CES3000000011,2018,September,1110.03,2018-09-01
604,CES3000000011,2018,August,1111.51,2018-08-01
605,CES3000000011,2018,July,1108.23,2018-07-01
606,CES3000000011,2018,June,1105.53,2018-06-01
607,CES3000000011,2018,May,1100.38,2018-05-01
608,CES3000000011,2018,April,1104.95,2018-04-01
609,CES3000000011,2018,March,1099.8,2018-03-01
610,CES3000000011,2018,February,1100.44,2018-02-01
611,CES3000000011,2018,January,1095.07,2018-01-01
612,CES3000000011,2017,December,1093.03,2017-12-01
613,CES3000000011,2017,November,1095.93,2017-11-01
614,CES3000000011,2017,October,1093.26,2017-10-01
615,CES3000000011,2017,September,1089.36,2017-09-01
616,CES3000000011,2017,August,1085.69,2017-08-01
617,CES3000000011,2017,July,1091.21,2017-07-01
618,CES3000000011,2017,June,1083.65,2017-06-01
619,CES3000000011,2017,May,1079.77,2017-05-01
620,CES3000000011,2017,April,1083.24,2017-04-01
621,CES3000000011,2017,March,1071.84,2017-03-01
622,CES3000000011,2017,February,1074.48,2017-02-01
623,CES3000000011,2017,January,1074.26,2017-01-01
624,CES3000000011,2016,December,1070.82,2016-12-01
625,CES3000000011,2016,November,1065.75,2016-11-01
626,CES3000000011,2016,October,1069.19,2016-10-01
627,CES3000000011,2016,September,1063.08,2016-09-01
628,CES3000000011,2016,August,1060.88,2016-08-01
629,CES3000000011,2016,July,1059.01,2016-07-01
630,CES3000000011,2016,June,1057.39,2016-06-01
631,CES3000000011,2016,May,1059.17,2016-05-01
632,CES3000000011,2016,April,1055.09,2016-04-01
633,CES3000000011,2016,March,1048.03,2016-03-01
634,CES3000000011,2016,February,1044.36,2016-02-01
635,CES3000000011,2016,January,1043.55,2016-01-01
636,CES3000000011,2015,December,1039.48,2015-12-01
637,CES3000000011,2015,November,1038.26,2015-11-01
638,CES3000000011,2015,October,1035.41,2015-10-01
639,CES3000000011,2015,September,1031.24,2015-09-01
640,CES3000000011,2015,August,1037.63,2015-08-01
641,CES3000000011,2015,July,1029.38,2015-07-01
642,CES3000000011,2015,June,1023.2,2015-06-01
643,CES3000000011,2015,May,1023.61,2015-05-01
644,CES3000000011,2015,April,1024.49,2015-04-01
645,CES3000000011,2015,March,1026.59,2015-03-01
646,CES3000000011,2015,February,1026.64,2015-02-01
647,CES3000000011,2015,January,1022.91,2015-01-01
648,CES3000000011,2014,December,1021.72,2014-12-01
649,CES3000000011,2014,November,1025.03,2014-11-01
650,CES3000000011,2014,October,1021.31,2014-10-01
651,CES3000000011,2014,September,1018.03,2014-09-01
652,CES3000000011,2014,August,1020.08,2014-08-01
653,CES3000000011,2014,July,1015.96,2014-07-01
654,CES3000000011,2014,June,1020.51,2014-06-01
655,CES3000000011,2014,May,1017.23,2014-05-01
656,CES3000000011,2014,April,1010.64,2014-04-01
657,CES3000000011,2014,March,1013.93,2014-03-01
658,CES3000000011,2014,February,1006.51,2014-02-01
659,CES3000000011,2014,January,1004.48,2014-01-01
660,CES3000000011,2013,December,1006.96,2013-12-01
661,CES3000000011,2013,November,1007.78,2013-11-01
662,CES3000000011,2013,October,998.78,2013-10-01
663,CES3000000011,2013,September,1001.23,2013-09-01
664,CES3000000011,2013,August,997.96,2013-08-01
665,CES3000000011,2013,July,992.27,2013-07-01
666,CES3000000011,2013,June,993.89,2013-06-01
667,CES3000000011,2013,May,989.82,2013-05-01
668,CES3000000011,2013,April,986.16,2013-04-01
669,CES3000000011,2013,March,985.73,2013-03-01
670,CES3000000011,2013,February,984.91,2013-02-01
671,CES3000000011,2013,January,976.02,2013-01-01
672,CES3000000011,2012,December,980.46,2012-12-01
673,CES3000000011,2012,November,973.99,2012-11-01
674,CES3000000011,2012,October,970.75,2012-10-01
675,CES3000000011,2012,September,972.37,2012-09-01
676,CES3000000011,2012,August,970.34,2012-08-01
677,CES3000000011,2012,July,977.16,2012-07-01
678,CES3000000011,2012,June,973.14,2012-06-01
679,CES3000000011,2012,May,966.28,2012-05-01
680,CES3000000011,2012,April,977.16,2012-04-01
681,CES3000000011,2012,March,971.51,2012-03-01
682,CES3000000011,2012,February,972.67,2012-02-01
683,CES3000000011,2012,January,973.9,2012-01-01
684,CES3000000011,2011,December,967.5,2011-12-01
685,CES3000000011,2011,November,958.29,2011-11-01
686,CES3000000011,2011,October,972.32,2011-10-01
687,CES3000000011,2011,September,957.53,2011-09-01
688,CES3000000011,2011,August,957.08,2011-08-01
689,CES3000000011,2011,July,959.9,2011-07-01
690,CES3000000011,2011,June,956.67,2011-06-01
691,CES3000000011,2011,May,959.45,2011-05-01
692,CES3000000011,2011,April,953.84,2011-04-01
693,CES3000000011,2011,March,950.61,2011-03-01
694,CES3000000011,2011,February,951.75,2011-02-01
695,CES3000000011,2011,January,952.29,2011-01-01
696,CES3000000011,2010,December,949.0,2010-12-01
697,CES3000000011,2010,November,945.36,2010-11-01
698,CES3000000011,2010,October,950.94,2010-10-01
699,CES3000000011,2010,September,946.98,2010-09-01
700,CES3000000011,2010,August,944.23,2010-08-01
701,CES3000000011,2010,July,939.07,2010-07-01
702,CES3000000011,2010,June,931.52,2010-06-01
703,CES3000000011,2010,May,944.06,2010-05-01
704,CES3000000011,2010,April,933.04,2010-04-01
705,CES3000000011,2010,March,926.8,2010-03-01
706,CES3000000011,2010,February,919.91,2010-02-01
707,CES3000000011,2010,January,925.6,2010-01-01
708,CES5500000011,2018,December,1329.91,2018-12-01
709,CES5500000011,2018,November,1327.66,2018-11-01
710,CES5500000011,2018,October,1321.49,2018-10-01
711,CES5500000011,2018,September,1313.25,2018-09-01
712,CES5500000011,2018,August,1312.99,2018-08-01
713,CES5500000011,2018,July,1305.38,2018-07-01
714,CES5500000011,2018,June,1307.44,2018-06-01
715,CES5500000011,2018,May,1303.59,2018-05-01
716,CES5500000011,2018,April,1295.7,2018-04-01
717,CES5500000011,2018,March,1289.63,2018-03-01
718,CES5500000011,2018,February,1287.8,2018-02-01
719,CES5500000011,2018,January,1287.05,2018-01-01
720,CES5500000011,2017,December,1279.53,2017-12-01
721,CES5500000011,2017,November,1268.62,2017-11-01
722,CES5500000011,2017,October,1264.5,2017-10-01
723,CES5500000011,2017,September,1255.13,2017-09-01
724,CES5500000011,2017,August,1250.63,2017-08-01
725,CES5500000011,2017,July,1243.18,2017-07-01
726,CES5500000011,2017,June,1243.81,2017-06-01
727,CES5500000011,2017,May,1230.09,2017-05-01
728,CES5500000011,2017,April,1230.09,2017-04-01
729,CES5500000011,2017,March,1221.58,2017-03-01
730,CES5500000011,2017,February,1228.59,2017-02-01
731,CES5500000011,2017,January,1213.09,2017-01-01
732,CES5500000011,2016,December,1222.61,2016-12-01
733,CES5500000011,2016,November,1221.86,2016-11-01
734,CES5500000011,2016,October,1214.38,2016-10-01
735,CES5500000011,2016,September,1221.38,2016-09-01
736,CES5500000011,2016,August,1218.38,2016-08-01
737,CES5500000011,2016,July,1218.62,2016-07-01
738,CES5500000011,2016,June,1207.88,2016-06-01
739,CES5500000011,2016,May,1206.75,2016-05-01
740,CES5500000011,2016,April,1212.81,2016-04-01
741,CES5500000011,2016,March,1209.59,2016-03-01
742,CES5500000011,2016,February,1204.33,2016-02-01
743,CES5500000011,2016,January,1210.73,2016-01-01
744,CES5500000011,2015,December,1199.24,2015-12-01
745,CES5500000011,2015,November,1192.3,2015-11-01
746,CES5500000011,2015,October,1192.3,2015-10-01
747,CES5500000011,2015,September,1193.96,2015-09-01
748,CES5500000011,2015,August,1186.28,2015-08-01
749,CES5500000011,2015,July,1184.4,2015-07-01
750,CES5500000011,2015,June,1190.94,2015-06-01
751,CES5500000011,2015,May,1185.9,2015-05-01
752,CES5500000011,2015,April,1179.51,2015-04-01
753,CES5500000011,2015,March,1171.88,2015-03-01
754,CES5500000011,2015,February,1166.13,2015-02-01
755,CES5500000011,2015,January,1165.13,2015-01-01
756,CES5500000011,2014,December,1160.9,2014-12-01
757,CES5500000011,2014,November,1160.9,2014-11-01
758,CES5500000011,2014,October,1153.69,2014-10-01
759,CES5500000011,2014,September,1152.57,2014-09-01
760,CES5500000011,2014,August,1151.82,2014-08-01
761,CES5500000011,2014,July,1141.57,2014-07-01
762,CES5500000011,2014,June,1142.78,2014-06-01
763,CES5500000011,2014,May,1137.58,2014-05-01
764,CES5500000011,2014,April,1133.78,2014-04-01
765,CES5500000011,2014,March,1136.46,2014-03-01
766,CES5500000011,2014,February,1132.0,2014-02-01
767,CES5500000011,2014,January,1124.87,2014-01-01
768,CES5500000011,2013,December,1122.95,2013-12-01
769,CES5500000011,2013,November,1127.53,2013-11-01
770,CES5500000011,2013,October,1124.5,2013-10-01
771,CES5500000011,2013,September,1123.76,2013-09-01
772,CES5500000011,2013,August,1126.79,2013-08-01
773,CES5500000011,2013,July,1120.73,2013-07-01
774,CES5500000011,2013,June,1124.22,2013-06-01
775,CES5500000011,2013,May,1115.6,2013-05-01
776,CES5500000011,2013,April,1117.49,2013-04-01
777,CES5500000011,2013,March,1112.65,2013-03-01
778,CES5500000011,2013,February,1115.26,2013-02-01
779,CES5500000011,2013,January,1106.3,2013-01-01
780,CES5500000011,2012,December,1110.42,2012-12-01
781,CES5500000011,2012,November,1106.69,2012-11-01
782,CES5500000011,2012,October,1098.52,2012-10-01
783,CES5500000011,2012,September,1098.11,2012-09-01
784,CES5500000011,2012,August,1085.92,2012-08-01
785,CES5500000011,2012,July,1084.06,2012-07-01
786,CES5500000011,2012,June,1080.35,2012-06-01
787,CES5500000011,2012,May,1078.92,2012-05-01
788,CES5500000011,2012,April,1081.03,2012-04-01
789,CES5500000011,2012,March,1078.34,2012-03-01
790,CES5500000011,2012,February,1072.0,2012-02-01
791,CES5500000011,2012,January,1069.64,2012-01-01
792,CES5500000011,2011,December,1057.46,2011-12-01
793,CES5500000011,2011,November,1060.66,2011-11-01
794,CES5500000011,2011,October,1057.3,2011-10-01
795,CES5500000011,2011,September,1053.38,2011-09-01
796,CES5500000011,2011,August,1035.83,2011-08-01
797,CES5500000011,2011,July,1042.34,2011-07-01
798,CES5500000011,2011,June,1038.43,2011-06-01
799,CES5500000011,2011,May,1032.3,2011-05-01
800,CES5500000011,2011,April,1030.44,2011-04-01
801,CES5500000011,2011,March,1027.3,2011-03-01
802,CES5500000011,2011,February,1024.33,2011-02-01
803,CES5500000011,2011,January,1018.98,2011-01-01
804,CES5500000011,2010,December,1022.11,2010-12-01
805,CES5500000011,2010,November,1018.02,2010-11-01
806,CES5500000011,2010,October,1016.91,2010-10-01
807,CES5500000011,2010,September,1011.95,2010-09-01
808,CES5500000011,2010,August,1011.58,2010-08-01
809,CES5500000011,2010,July,1012.32,2010-07-01
810,CES5500000011,2010,June,1012.21,2010-06-01
811,CES5500000011,2010,May,1007.51,2010-05-01
812,CES5500000011,2010,April,1003.31,2010-04-01
813,CES5500000011,2010,March,1002.7,2010-03-01
814,CES5500000011,2010,February,993.6,2010-02-01
815,CES5500000011,2010,January,992.86,2010-01-01
816,CES6000000011,2018,December,1190.94,2018-12-01
817,CES6000000011,2018,November,1188.77,2018-11-01
818,CES6000000011,2018,October,1190.62,2018-10-01
819,CES6000000011,2018,September,1184.8,2018-09-01
820,CES6000000011,2018,August,1184.8,2018-08-01
821,CES6000000011,2018,July,1180.48,2018-07-01
822,CES6000000011,2018,June,1176.5,2018-06-01
823,CES6000000011,2018,May,1172.88,2018-05-01
824,CES6000000011,2018,April,1165.31,2018-04-01
825,CES6000000011,2018,March,1167.45,2018-03-01
826,CES6000000011,2018,February,1162.02,2018-02-01
827,CES6000000011,2018,January,1152.39,2018-01-01
828,CES6000000011,2017,December,1153.08,2017-12-01
829,CES6000000011,2017,November,1151.95,2017-11-01
830,CES6000000011,2017,October,1145.52,2017-10-01
831,CES6000000011,2017,September,1148.04,2017-09-01
832,CES6000000011,2017,August,1141.2,2017-08-01
833,CES6000000011,2017,July,1142.2,2017-07-01
834,CES6000000011,2017,June,1138.96,2017-06-01
835,CES6000000011,2017,May,1138.23,2017-05-01
836,CES6000000011,2017,April,1140.04,2017-04-01
837,CES6000000011,2017,March,1135.08,2017-03-01
838,CES6000000011,2017,February,1132.1,2017-02-01
839,CES6000000011,2017,January,1129.44,2017-01-01
840,CES6000000011,2016,December,1123.56,2016-12-01
841,CES6000000011,2016,November,1120.68,2016-11-01
842,CES6000000011,2016,October,1122.71,2016-10-01
843,CES6000000011,2016,September,1118.74,2016-09-01
844,CES6000000011,2016,August,1114.2,2016-08-01
845,CES6000000011,2016,July,1116.57,2016-07-01
846,CES6000000011,2016,June,1112.04,2016-06-01
847,CES6000000011,2016,May,1111.16,2016-05-01
848,CES6000000011,2016,April,1111.34,2016-04-01
849,CES6000000011,2016,March,1103.94,2016-03-01
850,CES6000000011,2016,February,1103.22,2016-02-01
851,CES6000000011,2016,January,1107.51,2016-01-01
852,CES6000000011,2015,December,1097.95,2015-12-01
853,CES6000000011,2015,November,1097.8,2015-11-01
854,CES6000000011,2015,October,1101.71,2015-10-01
855,CES6000000011,2015,September,1093.47,2015-09-01
856,CES6000000011,2015,August,1092.88,2015-08-01
857,CES6000000011,2015,July,1089.98,2015-07-01
858,CES6000000011,2015,June,1088.53,2015-06-01
859,CES6000000011,2015,May,1087.81,2015-05-01
860,CES6000000011,2015,April,1081.92,2015-04-01
861,CES6000000011,2015,March,1078.31,2015-03-01
862,CES6000000011,2015,February,1077.67,2015-02-01
863,CES6000000011,2015,January,1076.59,2015-01-01
864,CES6000000011,2014,December,1074.84,2014-12-01
865,CES6000000011,2014,November,1073.03,2014-11-01
866,CES6000000011,2014,October,1069.76,2014-10-01
867,CES6000000011,2014,September,1065.0,2014-09-01
868,CES6000000011,2014,August,1066.09,2014-08-01
869,CES6000000011,2014,July,1062.11,2014-07-01
870,CES6000000011,2014,June,1062.5,2014-06-01
871,CES6000000011,2014,May,1061.05,2014-05-01
872,CES6000000011,2014,April,1057.06,2014-04-01
873,CES6000000011,2014,March,1054.88,2014-03-01
874,CES6000000011,2014,February,1049.79,2014-02-01
875,CES6000000011,2014,January,1046.9,2014-01-01
876,CES6000000011,2013,December,1042.21,2013-12-01
877,CES6000000011,2013,November,1042.92,2013-11-01
878,CES6000000011,2013,October,1036.43,2013-10-01
879,CES6000000011,2013,September,1034.99,2013-09-01
880,CES6000000011,2013,August,1034.27,2013-08-01
881,CES6000000011,2013,July,1028.52,2013-07-01
882,CES6000000011,2013,June,1031.38,2013-06-01
883,CES6000000011,2013,May,1029.93,2013-05-01
884,CES6000000011,2013,April,1026.72,2013-04-01
885,CES6000000011,2013,March,1028.13,2013-03-01
886,CES6000000011,2013,February,1026.32,2013-02-01
887,CES6000000011,2013,January,1026.68,2013-01-01
888,CES6000000011,2012,December,1023.8,2012-12-01
889,CES6000000011,2012,November,1017.36,2012-11-01
890,CES6000000011,2012,October,1012.74,2012-10-01
891,CES6000000011,2012,September,1019.1,2012-09-01
892,CES6000000011,2012,August,1011.6,2012-08-01
893,CES6000000011,2012,July,1014.12,2012-07-01
894,CES6000000011,2012,June,1008.43,2012-06-01
895,CES6000000011,2012,May,1007.35,2012-05-01
896,CES6000000011,2012,April,1004.84,2012-04-01
897,CES6000000011,2012,March,1003.12,2012-03-01
898,CES6000000011,2012,February,1002.69,2012-02-01
899,CES6000000011,2012,January,997.75,2012-01-01
900,CES6000000011,2011,December,996.74,2011-12-01
901,CES6000000011,2011,November,1002.04,2011-11-01
902,CES6000000011,2011,October,1002.04,2011-10-01
903,CES6000000011,2011,September,999.18,2011-09-01
904,CES6000000011,2011,August,995.67,2011-08-01
905,CES6000000011,2011,July,1001.68,2011-07-01
906,CES6000000011,2011,June,991.75,2011-06-01
907,CES6000000011,2011,May,987.82,2011-05-01
908,CES6000000011,2011,April,986.75,2011-04-01
909,CES6000000011,2011,March,980.42,2011-03-01
910,CES6000000011,2011,February,983.89,2011-02-01
911,CES6000000011,2011,January,979.0,2011-01-01
912,CES6000000011,2010,December,973.3,2010-12-01
913,CES6000000011,2010,November,975.8,2010-11-01
914,CES6000000011,2010,October,983.78,2010-10-01
915,CES6000000011,2010,September,976.15,2010-09-01
916,CES6000000011,2010,August,970.31,2010-08-01
917,CES6000000011,2010,July,969.15,2010-07-01
918,CES6000000011,2010,June,962.98,2010-06-01
919,CES6000000011,2010,May,962.28,2010-05-01
920,CES6000000011,2010,April,959.81,2010-04-01
921,CES6000000011,2010,March,959.81,2010-03-01
922,CES6000000011,2010,February,956.12,2010-02-01
923,CES6000000011,2010,January,964.18,2010-01-01
